172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/DateFormat.js?_dc=1602852497748 HTTP/1.1" 200 138 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/DefinedByType.js?_dc=1602852497748 HTTP/1.1" 200 140 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/EumetcastSource.js?_dc=1602852497748 HTTP/1.1" 200 920 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/FormatType.js?_dc=1602852497748 HTTP/1.1" 200 139 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/Frequency.js?_dc=1602852497748 HTTP/1.1" 200 159 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/GraphProperties.js?_dc=1602852497748 HTTP/1.1" 200 212 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/HeaderLogoImage.js?_dc=1602852497748 HTTP/1.1" 200 168 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/IPSetting.js?_dc=1602852497748 HTTP/1.1" 200 779 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/IngestSubProduct.js?_dc=1602852497748 HTTP/1.1" 200 347 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/Processing.js?_dc=1602852497748 HTTP/1.1" 200 626 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/InternetSource.js?_dc=1602852497748 HTTP/1.1" 200 998 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/InternetType.js?_dc=1602852497748 HTTP/1.1" 200 148 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/Language.js?_dc=1602852497749 HTTP/1.1" 200 155 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/Layer.js?_dc=1602852497749 HTTP/1.1" 200 336 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/Legend.js?_dc=1602852497749 HTTP/1.1" 200 198 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/LegendAssignedDataset.js?_dc=1602852497749 HTTP/1.1" 200 210 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/LegendClasses.js?_dc=1602852497749 HTTP/1.1" 200 183 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/Logo.js?_dc=1602852497749 HTTP/1.1" 200 229 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
172.19.0.1 - - [16/Oct/2020:12:48:18 +0000] "GET /app/model/LogosMapView.js?_dc=1602852497749 HTTP/1.1" 200 157 "http://localhost:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0"
